title,NER,link
"""Chilie Squares""","""green chilies,Cheddar cheese,eggs,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=795483"""
"""Janean'S Potatoes""","""potatoes,Cheddar cheese,onion,cream of chicken soup,butter,sour cream,bread crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=826723"""
"""El'S Cole Slaw""","""peppers,carrots,cabbage,sugar,vinegar,mayonnaise,salt,paprika""","""www.cookbooks.com/Recipe-Details.aspx?id=1001898"""
"""Crispy Peanut Butter Centers""","""crunchy peanut butter,margarine,confectioners sugar,crisp rice cereal,dipping chocolate""","""www.cookbooks.com/Recipe-Details.aspx?id=32601"""
"""Goose Or Duck And Sweet Dressing""","""duck,apples,water,salt,prunes,butter,tart pie cherries,bread cubes,orange""","""www.cookbooks.com/Recipe-Details.aspx?id=987774"""
"""Chocolate Chocolate Chip Cookies""","""flour,eggs,vegetable oil,chocolate chips,'s secret ingredients""","""www.cookbooks.com/Recipe-Details.aspx?id=320503"""
"""Strawberry Chocolate Trifle""","""chocolate pudding,milk,frozen pound cake,frozen strawberries,strawberry preserves,cool whip""","""www.cookbooks.com/Recipe-Details.aspx?id=106443"""
"""Fiesta Shrimp Dip""","""shrimp,cream cheese,mayonnaise,picante sauce,onion,horseradish""","""www.cookbooks.com/Recipe-Details.aspx?id=879458"""
"""No Fat Oven-Fried Squash""","""corn meal,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=11223"""
"""Mexican-Style Hot Chocolate""","""cocoa,non-caloric,cinnamon,milk,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=288606"""
"""Zucchini Casserole""","""Cheddar cheese,spaghetti sauce,ground beef,onion,zucchini""","""www.cookbooks.com/Recipe-Details.aspx?id=800866"""
"""Asparagus Aspic""","""sugar,water,white vinegar,salt,gelatine,celery,onion,lemon juice,pimiento,pecans,liquid""","""www.cookbooks.com/Recipe-Details.aspx?id=71076"""
"""Sunshine Cake""","""eggs,sugar,flour,cold water,cream of tartar,almond flavoring""","""www.cookbooks.com/Recipe-Details.aspx?id=310336"""
"""Sweet Pickles""","""cucumbers,mixed spices,sugar,cider vinegar""","""www.cookbooks.com/Recipe-Details.aspx?id=269853"""
"""Barbecued Pork Sandwiches""","""onion,celery,clove garlic,margarine,ketchup,water,brown sugar,vinegar,chili powder,salt,pepper,pork,buns""","""www.cookbooks.com/Recipe-Details.aspx?id=689028"""
"""Company Chicken""","""cranberry sauce,French dressing,red wine,onion soup""","""www.cookbooks.com/Recipe-Details.aspx?id=822332"""
"""Chocolate Mousse""","""semi-sweet chocolate morsels,cold water,sugar,eggs,heavy cream,vanilla,ladyfingers,sprinkling of chocolate sprinkles,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=763525"""
"""Gail'S Spicy Baked Chicken""","""lemon juice,pepper,garlic powder,onion powder,chicken,paprika,thyme,marjoram,celery,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=666403"""
"""Chicken Wing Drumsticks""","""chicken,white wine,soy sauce,orange juice,lemon juice,brown sugar,ginger""","""www.cookbooks.com/Recipe-Details.aspx?id=1029163"""
"""Haystacks""","""semi-sweet chocolate chips,peanuts,noodles""","""www.cookbooks.com/Recipe-Details.aspx?id=483902"""
"""Oatmeal Bread""","""water,oatmeal,butter,eggs,flour,brown sugar,sugar,salt,cinnamon,soda,vanilla,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=565895"""
"""Apple Cinnamon Cake""","""spice,apple pie filling,eggs,sugar,ground cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=729699"""
"""Oatmeal Cake""","""oats,sugar,butter,flour,salt,vanilla,boiling water,brown sugar,eggs,baking soda,ground cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=14440"""
"""Pecan Pie""","""pecans,eggs,white syrup,butter,sugar,salt,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=294590"""
"""Chicken Bake(Low Calorie)""","""nonfat plain yogurt,croutons,pepper,garlic,chicken""","""www.cookbooks.com/Recipe-Details.aspx?id=310181"""
"""Circle-O-Rangers""","""flour,salt,sugar,shortening,boiling water,soda,ginger,cinnamon,molasses,coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=860218"""
"""Pumpkin Cookies""","""brown sugar,pumpkin,shortening,vanilla,flour,baking powder,soda,cinnamon,ginger,nutmeg,raisins,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=564155"""
"""Ham Ball""","""cream cheese,deli,onion powder,Accent,Worcestershire""","""www.cookbooks.com/Recipe-Details.aspx?id=65060"""
"""Baked Fish Parmesan""","""white fish,bread,Parmesan cheese,chicken granules,parsley flakes,garlic salt,onion,ground red pepper,salt,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=142920"""
"""Cranberry Orange Bread""","""flour,baking powder,sugar,salt,baking soda,orange,shortening,boiling water,egg,chopped walnut meats,cranberries""","""www.cookbooks.com/Recipe-Details.aspx?id=421585"""
"""Cheese Puffs""","""grated cheese,margarine,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=1069728"""
"""Canneloni Roma""","""ground beef,onion,cheese,egg,oregano,Parmesan cheese,garlic salt,shells,tomatoes,tomato sauce,water,Mozzarella cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=342966"""
"""22 Minute Chocolate Cake""","""flour,sugar,cocoa,oleo,water,eggs,buttermilk,baking soda,vanilla,oleo,milk,cocoa,powdered sugar,nuts,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=1047640"""
"""Chocolate Eclair Pie""","""milk,chocolate frosting,graham crackers""","""www.cookbooks.com/Recipe-Details.aspx?id=271449"""
"""Spicy Potato Salad""","""potatoes,onions,celery,parsley flakes,pepper,garlic powder,red pepper,mustard,mayonnaise""","""www.cookbooks.com/Recipe-Details.aspx?id=242323"""
"""Sunshine Salad""","""orange jello,vinegar,pecans,water,salt,pineapple,grated coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=582107"""
"""Baked Sandwich""","""bread,ham,butter,onions,poppy seed,mustard""","""www.cookbooks.com/Recipe-Details.aspx?id=244549"""
"""Soft Alphabet Pretzels""","""whole wheat bread dough,egg white,kosher salt""","""www.cookbooks.com/Recipe-Details.aspx?id=936246"""
"""Christmas Crunchies""","""butter,brown sugar,white sugar,egg,vanilla,flour,coconut,nuts,oatmeal,cornflakes""","""www.cookbooks.com/Recipe-Details.aspx?id=1037529"""
"""Skroodle Salad""","""red beans,mixed vegetables,noodles,pimentos,onions,celery,celery,salt,margarine,sugar,vinegar,flour,dry mustard,bell pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=796406"""
"""Beef Casserole""","""ground chuck,onion,bell pepper,catsup,Worcestershire sauce,cream of mushroom soup,tomato soup,shell macaroni""","""www.cookbooks.com/Recipe-Details.aspx?id=519907"""
"""Cheese Grits Casserole""","""grits,butter,roll,eggs,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=284228"""
"""Cheese-Broccoli Dip""","""condensed broccoli soup,frozen,tomato,sour cream,mustard""","""www.cookbooks.com/Recipe-Details.aspx?id=884605"""
"""Snickerdoodles""","""sugar,butter,eggs,salt,flour,cream of tartar,baking soda,cinnamon,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=461468"""
"""Cranberry Wassail""","""cranberry juice cocktail,pineapple juice,water,brown sugar,whole allspice,whole cloves,cinnamon,lemons""","""www.cookbooks.com/Recipe-Details.aspx?id=535268"""
"""Salsa""","""tomatoes,onion,jalapeno pepper,canola oil,cumin,garlic salt,black pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=32815"""
"""""Yummy"" Strawberry Pie""","""strawberry flavored gelatin,sugar,hot water,crust,whipped topping,fresh strawberries""","""www.cookbooks.com/Recipe-Details.aspx?id=783217"""
"""Unbaked Oatmeal Cookies""","""sugar,margarine,milk,cocoa,vanilla,crunchy peanut butter,oatmeal""","""www.cookbooks.com/Recipe-Details.aspx?id=612393"""
"""Hot Cocoa""","""cocoa,salt,sugar,boiling water,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=904924"""
"""German-Style Red Cabbage""","""butter,apples,onion,red cabbage,white vinegar,brown sugar,all-purpose flour,salt,pepper,red wine""","""www.cookbooks.com/Recipe-Details.aspx?id=146003"""
"""Sadie'S Pretzel Salad""","""pretzels,margarine,sugar,cream cheese,sugar,strawberry jello,boiling water,frozen strawberries""","""www.cookbooks.com/Recipe-Details.aspx?id=359862"""
"""Easy Taco Dinner""","""ground beef,onion,taco,water,tortilla chips,head lettuce,tomatoes,olives,cheese,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=615593"""
"""Chicken Mexicali Casserole""","""chicken,onion,celery,butter,cream of mushroom soup,cream of chicken soup,parsley,Schilling Mexican,shell macaroni,chicken broth,grated cheese,pimientos""","""www.cookbooks.com/Recipe-Details.aspx?id=98129"""
"""Crabmeat Quesadillas""","""fresh lump crabmeat,sweet red pepper,green onions,nonfat sour cream,hot sauce,ground cumin,flour tortillas,shredded Monterey Jack cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=715389"""
"""Potted Beef""","""beef chuck,oil,garlic,cream of mushroom soup,barbecue sauce,wine,flour,noodles""","""www.cookbooks.com/Recipe-Details.aspx?id=366424"""
"""Heavenly Onion Casserole""","""sweet onion,cream of chicken soup,milk,white bread,Cheddar cheese,butter,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=465383"""
"""Chunk Style Applesauce(Great Way To Use All Those Bruised Apples From Picking)""","""cooking apples,water,cinnamon,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=991015"""
"""Dirt Cake""","""Oreo cookies,cream cheese,confectioners sugar,instant vanilla/chocolate pudding,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=991730"""
"""Toasted Coconut Pecan Pie""","""eggs,sugar,butter,lemon juice,vanilla flavoring,coconut,pecans,pie shell""","""www.cookbooks.com/Recipe-Details.aspx?id=402626"""
"""American Chop Suey""","""onion,elbow macaroni,lean ground beef,Campbell's tomato soup""","""www.cookbooks.com/Recipe-Details.aspx?id=788766"""
"""Banana Split Cake""","""bananas,graham crackers,butter,eggs,powdered sugar,pineapple,nuts,maraschino cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=534260"""
"""Oatmeal Pecan Coffee Cake""","""flour,cooking oats,brown sugar,pecans,baking powder,baking soda,cinnamon,brown sugar,cinnamon,margarine,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=467039"""
"""Chicken Wings""","""chicken,sugar,soy sauce,ginger,pepper,green onion""","""www.cookbooks.com/Recipe-Details.aspx?id=173205"""
"""Chocolate Pie""","""sugar,flour,cocoa,water,butter,egg yolks,milk,vanilla,pie shell""","""www.cookbooks.com/Recipe-Details.aspx?id=1058882"""
"""Vichyssoise""","""leeks,onion,butter,potatoes,chicken stock,salt,light cream,Tabasco sauce,plain yogurt,chives""","""www.cookbooks.com/Recipe-Details.aspx?id=996898"""
"""Creamy Chocolate Pie(Makes 2 Pies)""","""sugar,milk,eggs,flour,cocoa,vanilla,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=318752"""
"""Butter Cookies""","""butter,sugar,egg,egg yolk,vanilla extract,almond extract,flour,egg,water,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=567204"""
"""After School Cookies""","""raisins,margarine,sugar,peanut butter,eggs,flour,salt,soda,cinnamon,milk,vanilla,oatmeal""","""www.cookbooks.com/Recipe-Details.aspx?id=891019"""
"""Cowboy Cookies""","""butter,sugar,light brown sugar,eggs,vanilla,salt,Krispies,semi-sweet chocolate bits,flour,pecans,baking soda,baking powder""","""www.cookbooks.com/Recipe-Details.aspx?id=874333"""
"""Apple Kuchen""","""butter,yellow cake mix,flaked coconut,baking apples,sugar,cinnamon,sour cream,egg yolks""","""www.cookbooks.com/Recipe-Details.aspx?id=184262"""
"""Out Of This World Frosting""","""milk,white sugar,margarine,shortening,salt,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=503609"""
"""Botanas""","""jicama,avocados,Longhorn cheese,tomatoes,lemon juice,red onion,Jack cheese,red chilies,lemons""","""www.cookbooks.com/Recipe-Details.aspx?id=678659"""
"""Oriental Beef Stew""","""oil,stew meat,beef broth,cauliflower,green pepper,soy sauce,garlic powder,cornstarch,sugar,water,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=828874"""
"""Fruit Cocktail Cake""","""flour,sugar,soda,salt,egg,fruit cocktail,brown sugar,walnuts""","""www.cookbooks.com/Recipe-Details.aspx?id=196422"""
"""Party Salmon Ball""","""Q,cream cheese,lemon juice,onion,horseradish,salt,Worcestershire sauce,cayenne pepper,liquid smoke,pecans,parsley""","""www.cookbooks.com/Recipe-Details.aspx?id=49181"""
"""Pepsi Chicken""","""fryer,ketchup""","""www.cookbooks.com/Recipe-Details.aspx?id=466482"""
"""No-Peek Casserole""","""stewing beef,onion soup,condensed cream,mushrooms""","""www.cookbooks.com/Recipe-Details.aspx?id=903828"""
"""Ham-Bean Soup""","""ham broth,onions,celery,carrots,Season-All,salt,cooked navy beans,ham""","""www.cookbooks.com/Recipe-Details.aspx?id=984118"""
"""Corn Bread Salad""","""corn bread,stalks celery,green pepper,tomatoes,eggs,mayonnaise,salt,parsley""","""www.cookbooks.com/Recipe-Details.aspx?id=82180"""
"""Shrimp And Crab Casserole""","""rice,cream of mushroom soup,shrimp,milk,chives,red pepper,bread crumbs,cream of shrimp soup,fresh mushrooms,crab meat,lemon pepper,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=922589"""
"""Peanut Butter Candy""","""milk,powdered sugar,crunchy peanut butter,marshmallow cream,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=426402"""
"""Garbage Dip""","""tomatoes,green chilies,black olives,green onions,carrots,garlic salt,salt,bell pepper,salad dressing,tortilla chips""","""www.cookbooks.com/Recipe-Details.aspx?id=138578"""
"""Hot Chocolate""","""Nestles,Milk,Coffee Creamer,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=47820"""
"""Pineapple Upside-Down Cake""","""margarine,brown sugar,pineapple,pecan,maraschino cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=292848"""
"""Antipasto Salad""","""onion,pepper,olives,celery,tomatoes,salami,Swiss cheese,rigatoni,Italian dressing""","""www.cookbooks.com/Recipe-Details.aspx?id=614202"""
"""Ham And Scalloped Potatoes""","""ham,potatoes,onions,Cheddar cheese,cream of celery,paprika""","""www.cookbooks.com/Recipe-Details.aspx?id=548886"""
"""Huevos""","""onion,green bell pepper,garlic,green olives,black olives,oil,eggs,turmeric,cumin,salt,corn tortillas,oil,shredded Monterey Jack cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=504046"""
"""Palachinke(Filled Pancakes)""","""cake flour,baking powder,salt,sugar,milk,egg yolks,butter,egg whites""","""www.cookbooks.com/Recipe-Details.aspx?id=834464"""
"""Pig Pickin' Cake""","""yellow cake mix,oil,eggs,mandarin oranges,instant vanilla pudding,Angel,pineapple""","""www.cookbooks.com/Recipe-Details.aspx?id=539435"""
"""Chocolate Syrup""","""cocoa,sugar,salt,water,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=601775"""
"""Peananzo Spread""","""garbanzos,garbanzo water,homemade peanut butter,lemon juice,tomato paste,onion powder,olives""","""www.cookbooks.com/Recipe-Details.aspx?id=593516"""
"""Mini Cheese Cakes""","""vanilla wafers,cream cheese,sugar,eggs,vanilla,cherry pie filling""","""www.cookbooks.com/Recipe-Details.aspx?id=148128"""
"""Chicken Casserole""","""chicken,Stove Top stuffing,sour cream,cream of chicken soup""","""www.cookbooks.com/Recipe-Details.aspx?id=748049"""
"""Okra Soup""","""okra,salt pork,feet,tomatoes,onion,pepper,freshly cooked rice""","""www.cookbooks.com/Recipe-Details.aspx?id=633558"""
"""Cream Cheese Pound Cake""","""butter,cream cheese,sugar,eggs,vanilla,all-purpose flour,topping""","""www.cookbooks.com/Recipe-Details.aspx?id=1031108"""
"""Bev'S Enchilada Casserole""","""ground beef,chili powder,green chilies,cream of chicken soup,cream of mushroom soup,enchilada sauce,tortillas,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=113882"""
"""Crab Quiche""","""frozen pie pastry,green onions,butter,eggs,whipping cream,frozen crabmeat,Swiss cheese,cooking sherry,salt,ground red pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=462967"""
"""Dill Seed Bread""","""yeast,sugar,soda,salt,flour,dill,butter,onion,egg,cottage cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=801666"""
"""Oatmeal Cookies""","""margarine,Crisco,brown sugar,white sugar,eggs,soda,salt,flour,vanilla,oatmeal,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=657051"""
"""Russian Tea Cookies""","""butter,vanilla,salt,confectioners sugar,flour,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=462337"""
"""Meat Loaf In Slow Cooker""","""ground beef,green pepper,onion,salt,cracker crumbs,egg,tomato sauce,potatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=309924"""
"""Kentucky Pecan Pie""","""white corn syrup,brown sugar,salt,butter,vanilla,eggs,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=842244"""
"""Whipped Cream Pound Cake""","""butter,eggs,whipping cream,sugar,cake flour""","""www.cookbooks.com/Recipe-Details.aspx?id=388727"""
"""Eggplant Casserole""","""eggplant,onion,bell pepper,bread crumbs,sharp cheese,tomatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=564459"""
"""Angel Biscuits""","""flour,Crisco,baking soda,salt,baking powder,sugar,yeast,buttermilk""","""www.cookbooks.com/Recipe-Details.aspx?id=11496"""
"""Crock-Pot Chicken""","""chicken breasts,mushroom soup,sour cream,paprika,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=276545"""
"""Noodle Broccoli Cheese Soup""","""oil,onion,noodles,chicken broth,broccoli,milk,Velveeta cheese,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=854143"""
"""Pecan Pie""","""eggs,sugar,corn syrup,butter,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=900378"""
"""Sausage Balls""","""Bisquick mix,hot sausage,sharp cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=350094"""
"""Vegetable Stock Soup""","""beef stock,macaroni,salt,mixed vegetables,tomatoes,onion,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=597662"""
"""Whipped Cream Cake""","""angel food cake,whipping cream,pudding,pineapple""","""www.cookbooks.com/Recipe-Details.aspx?id=787420"""
"""Potato Cakes""","""pepper,onion,meal,egg,oleo,graham crackers,lemon jello,boiling water,cream cheese,sugar,Carnation milk,vanilla,lemon""","""www.cookbooks.com/Recipe-Details.aspx?id=868851"""
"""Instant Hot Chocolate Mix""","""milk,nondairy creamer,powdered sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=435079"""
"""Orange Julius""","""orange juice,water,milk,sugar,vanilla,cubes""","""www.cookbooks.com/Recipe-Details.aspx?id=823147"""
"""Egg Bake""","""Velveeta cheese,bread,eggs,milk,salt,pepper,mustard""","""www.cookbooks.com/Recipe-Details.aspx?id=210860"""
